Seriation_Number	Assemblage	6319525-2-4	6961710-2-4	7245863-2-4	1-2-997289	4-3621639-4	4-9067156-4	4-2438635-4	4-6763702-4	4-6141208-4	4-6425937-4	4-4063580-4	2-7595944-183815	4-7375542-4	4-1575674-4	4-1-1	4-8214405-4732182	4-1394442-4	1974812-2-4	2-0-7224986	3799833-2-4	2-8814171-2	372017-0-9699517	4-8708345-4	4-2-7896899	4-2-9082520	4-2-1672094	2-2-3	4-3741191-4	8907973-0-4	7780858-2-4	4-2-7918230	7571749-8214405-4	1454416-0-4	4-0-0	1-7645949-2	372017-0-3	4-2-1263636	9026062-2-4	4-2-5896771	4-2-6000376	9171324-2-4	4-4953459-4	4571503-2-4	4624614-2-4	2-0-4	2-0-3	4-9693319-4	1209135-2-4	2-0-3740306	4-2-3407598	2-7595944-4	4-2-4	873341-7595944-4	5130409-2-4	4-4889848-4	1934987-2-4	6624793-2-4	4-9357585-4	4-9899699-4	1-2-2	4-2086362-4	4-2-6613039	7879687-2-4	4-8214405-5062971	4-2-7175251	4-3287740-4	4-8214405-4	4-2-5360538	4-2-161290	4-5595395-4
56	assemblage-601-777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39
56	assemblage-984-844	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18

57	assemblage-484-504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	0	0	0	466	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
57	assemblage-601-777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39
57	assemblage-959-890	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	8

58	assemblage-484-504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	0	0	0	466	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
58	assemblage-473-513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	7	0	0	0	0	0	0	0	463	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
58	assemblage-482-319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1

59	assemblage-973-890	0	0	16	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	15
59	assemblage-604-776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	5	0	0	0	459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32
59	assemblage-1011-672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	438	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	22

60	assemblage-973-890	0	0	16	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	15
60	assemblage-601-777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39
60	assemblage-1011-672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	438	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	22

61	assemblage-973-890	0	0	16	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	15
61	assemblage-601-777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39
61	assemblage-604-776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	5	0	0	0	459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32

62	assemblage-973-890	0	0	16	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	15
62	assemblage-601-777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39
62	assemblage-975-843	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	5

63	assemblage-973-890	0	0	16	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	15
63	assemblage-473-513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	7	0	0	0	0	0	0	0	463	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
63	assemblage-482-319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1

64	assemblage-973-890	0	0	16	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	15
64	assemblage-484-504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	0	0	0	466	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
64	assemblage-975-843	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	5

65	assemblage-973-890	0	0	16	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	15
65	assemblage-484-504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	0	0	0	466	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
65	assemblage-482-319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1

66	assemblage-973-890	0	0	16	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	15
66	assemblage-484-504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	0	0	0	466	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
66	assemblage-473-513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	7	0	0	0	0	0	0	0	463	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3

67	assemblage-893-862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	28	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	269	31	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	10
67	assemblage-604-776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	5	0	0	0	459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32
67	assemblage-1011-672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	438	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	22

68	assemblage-893-862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	28	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	269	31	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	10
68	assemblage-984-844	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
68	assemblage-975-843	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	5

69	assemblage-893-862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	28	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	269	31	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	10
69	assemblage-959-890	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	8
69	assemblage-975-843	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	5

70	assemblage-893-862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	28	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	269	31	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	10
70	assemblage-601-777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39
70	assemblage-1011-672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	438	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	22

71	assemblage-893-862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	28	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	269	31	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	10
71	assemblage-601-777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39
71	assemblage-604-776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	5	0	0	0	459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32

72	assemblage-893-862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	28	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	269	31	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	10
72	assemblage-601-777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39
72	assemblage-975-843	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	5

73	assemblage-893-862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	28	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	269	31	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	10
73	assemblage-601-777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39
73	assemblage-984-844	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18

74	assemblage-893-862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	28	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	269	31	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	10
74	assemblage-601-777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39
74	assemblage-959-890	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	8

75	assemblage-893-862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	28	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	269	31	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	10
75	assemblage-168-801	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	355	0	0	0	0	0	60	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	10
75	assemblage-1011-672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	438	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	22

76	assemblage-893-862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	28	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	269	31	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	10
76	assemblage-168-801	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	355	0	0	0	0	0	60	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	10
76	assemblage-604-776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	5	0	0	0	459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32

77	assemblage-893-862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	28	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	269	31	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	10
77	assemblage-168-801	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	355	0	0	0	0	0	60	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	10
77	assemblage-975-843	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	5

78	assemblage-893-862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	28	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	269	31	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	10
78	assemblage-168-801	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	355	0	0	0	0	0	60	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	10
78	assemblage-984-844	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18

79	assemblage-893-862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	28	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	269	31	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	10
79	assemblage-168-801	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	355	0	0	0	0	0	60	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	10
79	assemblage-959-890	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	8

80	assemblage-893-862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	28	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	269	31	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	10
80	assemblage-168-801	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	355	0	0	0	0	0	60	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	10
80	assemblage-601-777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39

81	assemblage-893-862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	28	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	269	31	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	10
81	assemblage-168-801	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	355	0	0	0	0	0	60	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	10
81	assemblage-482-319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1

82	assemblage-893-862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	28	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	269	31	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	10
82	assemblage-853-282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	0	0	18	0	0	0	0	0	0	0	0	16	0	0	5	0	0	8
82	assemblage-975-843	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	5

83	assemblage-893-862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	28	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	269	31	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	10
83	assemblage-853-282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	0	0	18	0	0	0	0	0	0	0	0	16	0	0	5	0	0	8
83	assemblage-959-890	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	8

84	assemblage-893-862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	28	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	269	31	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	10
84	assemblage-853-282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	0	0	18	0	0	0	0	0	0	0	0	16	0	0	5	0	0	8
84	assemblage-482-319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1

85	assemblage-893-862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	28	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	269	31	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	10
85	assemblage-473-513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	7	0	0	0	0	0	0	0	463	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
