Seriation_Number	Assemblage	3-3-6499414	1-1-4	0-8979257-51755	0-9199983-7948638	2877316-3-6778825	0-8438668-7948638	3-3-4	0-3-5545170	2-1190081-4597143	0-1-3	3-3-571571	1-1-7303685	0-4108200-7948638	0-1727504-7948638	1-9804472-4	2-5982450-4139302	2-5982450-4689096	2682058-7351496-6778825	3-2781075-4	4632024-3-4	5615473-1-2	3735482-3-4	6922544-7351496-6778825	3-3-7227717	435442-1-4	0-9199983-7462435	1-3-0	2631051-9698154-2	6922544-7351496-3334845	0-6295838-4	2-5573919-2	3-3-3066255	0-3-51755	6922544-2768874-6778825	5064582-1-2	0-3-4	0-3-6778825	2005861-1-2	6294144-3-4	2-1843540-2	0-397275-8806163	0-3-7948638	1-4-1	0-3-6240148	2-1-2	1529192-9199983-7948638	6922544-3-6778825	2-1-773611	1-1-9286512	0-397275-7948638	0-7434139-7948638	1-1-8999420	6884530-1-7303685	2631051-1-2	2-5982450-2	2-1-4597143	2-369943-2
71	assemblage-672-973	0	278	0	0	0	0	0	0	0	46	0	134	0	0	7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	17
71	assemblage-698-984	0	281	0	0	0	0	0	0	0	55	0	108	0	0	9	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	20
71	assemblage-372-841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	52	0	0	239	0	0	0	0	0	0	0	0	92	0	26	20

72	assemblage-672-973	0	278	0	0	0	0	0	0	0	46	0	134	0	0	7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	17
72	assemblage-698-984	0	281	0	0	0	0	0	0	0	55	0	108	0	0	9	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	20
72	assemblage-157-845	0	87	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	0	0	0	11	0	0	47	0	18	0	0	8

73	assemblage-672-973	0	278	0	0	0	0	0	0	0	46	0	134	0	0	7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	17
73	assemblage-698-984	0	281	0	0	0	0	0	0	0	55	0	108	0	0	9	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	20
73	assemblage-320-424	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	38	0	0	0	0	0	0	0	0	311	0	0	0	0	0	0	0	0	18	21	98	4

74	assemblage-672-973	0	278	0	0	0	0	0	0	0	46	0	134	0	0	7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	17
74	assemblage-698-984	0	281	0	0	0	0	0	0	0	55	0	108	0	0	9	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	20
74	assemblage-777-936	0	80	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	0	0	0	8	0	0	36	0	20	0	0	3

75	assemblage-672-973	0	278	0	0	0	0	0	0	0	46	0	134	0	0	7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	17
75	assemblage-695-482	0	0	0	3	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	206	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3
75	assemblage-320-424	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	38	0	0	0	0	0	0	0	0	311	0	0	0	0	0	0	0	0	18	21	98	4

76	assemblage-672-973	0	278	0	0	0	0	0	0	0	46	0	134	0	0	7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	17
76	assemblage-669-356	0	0	0	0	0	0	5	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	314	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	23
76	assemblage-372-841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	52	0	0	239	0	0	0	0	0	0	0	0	92	0	26	20

77	assemblage-672-973	0	278	0	0	0	0	0	0	0	46	0	134	0	0	7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	17
77	assemblage-669-356	0	0	0	0	0	0	5	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	314	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	23
77	assemblage-320-424	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	38	0	0	0	0	0	0	0	0	311	0	0	0	0	0	0	0	0	18	21	98	4

78	assemblage-672-973	0	278	0	0	0	0	0	0	0	46	0	134	0	0	7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	17
78	assemblage-669-356	0	0	0	0	0	0	5	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	314	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	23
78	assemblage-695-482	0	0	0	3	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	206	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3

79	assemblage-672-973	0	278	0	0	0	0	0	0	0	46	0	134	0	0	7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	17
79	assemblage-431-667	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	33	0	0	0	0	91	0	0	14	0	0	0	0	0	122	0	0	0	2	0	17
79	assemblage-372-841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	52	0	0	239	0	0	0	0	0	0	0	0	92	0	26	20

80	assemblage-672-973	0	278	0	0	0	0	0	0	0	46	0	134	0	0	7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	17
80	assemblage-431-667	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	33	0	0	0	0	91	0	0	14	0	0	0	0	0	122	0	0	0	2	0	17
80	assemblage-320-424	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	38	0	0	0	0	0	0	0	0	311	0	0	0	0	0	0	0	0	18	21	98	4

81	assemblage-672-973	0	278	0	0	0	0	0	0	0	46	0	134	0	0	7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	17
81	assemblage-431-667	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	33	0	0	0	0	91	0	0	14	0	0	0	0	0	122	0	0	0	2	0	17
81	assemblage-695-482	0	0	0	3	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	206	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3

82	assemblage-672-973	0	278	0	0	0	0	0	0	0	46	0	134	0	0	7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	17
82	assemblage-579-127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	13	0	25	0	0	281	0	26	0	0	0	0	0	0	0	0	0	13
82	assemblage-320-424	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	38	0	0	0	0	0	0	0	0	311	0	0	0	0	0	0	0	0	18	21	98	4

83	assemblage-672-973	0	278	0	0	0	0	0	0	0	46	0	134	0	0	7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	17
83	assemblage-579-127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	13	0	25	0	0	281	0	26	0	0	0	0	0	0	0	0	0	13
83	assemblage-695-482	0	0	0	3	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	206	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3

84	assemblage-672-973	0	278	0	0	0	0	0	0	0	46	0	134	0	0	7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	17
84	assemblage-635-952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	23	0	27	0	0	0	0	0	0	0	11	0	13
84	assemblage-320-424	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	38	0	0	0	0	0	0	0	0	311	0	0	0	0	0	0	0	0	18	21	98	4

85	assemblage-672-973	0	278	0	0	0	0	0	0	0	46	0	134	0	0	7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	17
85	assemblage-635-952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	23	0	27	0	0	0	0	0	0	0	11	0	13
85	assemblage-695-482	0	0	0	3	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	206	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3

86	assemblage-672-973	0	278	0	0	0	0	0	0	0	46	0	134	0	0	7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	17
86	assemblage-635-952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	23	0	27	0	0	0	0	0	0	0	11	0	13
86	assemblage-579-127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	13	0	25	0	0	281	0	26	0	0	0	0	0	0	0	0	0	13

87	assemblage-672-973	0	278	0	0	0	0	0	0	0	46	0	134	0	0	7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	17
87	assemblage-560-429	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	5	0	0	0	0	398	0	0	56	0	0	0	0	0	0	0	0	0	0	0	11
87	assemblage-320-424	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	38	0	0	0	0	0	0	0	0	311	0	0	0	0	0	0	0	0	18	21	98	4

88	assemblage-672-973	0	278	0	0	0	0	0	0	0	46	0	134	0	0	7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	17
88	assemblage-560-429	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	5	0	0	0	0	398	0	0	56	0	0	0	0	0	0	0	0	0	0	0	11
88	assemblage-695-482	0	0	0	3	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	206	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3

89	assemblage-672-973	0	278	0	0	0	0	0	0	0	46	0	134	0	0	7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	17
89	assemblage-980-599	6	0	0	0	0	0	341	0	0	0	3	0	0	0	0	0	0	0	0	6	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
89	assemblage-320-424	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	38	0	0	0	0	0	0	0	0	311	0	0	0	0	0	0	0	0	18	21	98	4

90	assemblage-672-973	0	278	0	0	0	0	0	0	0	46	0	134	0	0	7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	17
90	assemblage-980-599	6	0	0	0	0	0	341	0	0	0	3	0	0	0	0	0	0	0	0	6	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
90	assemblage-695-482	0	0	0	3	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	206	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3

91	assemblage-699-477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	323	0	0	0	0	0	0	0	0	140	0	0	28
91	assemblage-698-984	0	281	0	0	0	0	0	0	0	55	0	108	0	0	9	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	20
91	assemblage-672-983	0	278	0	0	0	0	0	0	0	39	0	140	0	0	5	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	10

92	assemblage-699-477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	323	0	0	0	0	0	0	0	0	140	0	0	28
92	assemblage-669-356	0	0	0	0	0	0	5	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	314	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	23
92	assemblage-672-983	0	278	0	0	0	0	0	0	0	39	0	140	0	0	5	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	10

93	assemblage-699-477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	323	0	0	0	0	0	0	0	0	140	0	0	28
93	assemblage-669-356	0	0	0	0	0	0	5	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	314	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	23
93	assemblage-698-984	0	281	0	0	0	0	0	0	0	55	0	108	0	0	9	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	20

94	assemblage-699-477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	323	0	0	0	0	0	0	0	0	140	0	0	28
94	assemblage-669-356	0	0	0	0	0	0	5	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	314	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	23
94	assemblage-695-482	0	0	0	3	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	206	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3

95	assemblage-699-477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	323	0	0	0	0	0	0	0	0	140	0	0	28
95	assemblage-431-667	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	33	0	0	0	0	91	0	0	14	0	0	0	0	0	122	0	0	0	2	0	17
95	assemblage-672-983	0	278	0	0	0	0	0	0	0	39	0	140	0	0	5	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	10

96	assemblage-699-477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	323	0	0	0	0	0	0	0	0	140	0	0	28
96	assemblage-579-127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	13	0	25	0	0	281	0	26	0	0	0	0	0	0	0	0	0	13
96	assemblage-672-983	0	278	0	0	0	0	0	0	0	39	0	140	0	0	5	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	10

97	assemblage-699-477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	323	0	0	0	0	0	0	0	0	140	0	0	28
97	assemblage-635-952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	23	0	27	0	0	0	0	0	0	0	11	0	13
97	assemblage-672-983	0	278	0	0	0	0	0	0	0	39	0	140	0	0	5	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	10

98	assemblage-699-477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	323	0	0	0	0	0	0	0	0	140	0	0	28
98	assemblage-560-429	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	5	0	0	0	0	398	0	0	56	0	0	0	0	0	0	0	0	0	0	0	11
98	assemblage-672-983	0	278	0	0	0	0	0	0	0	39	0	140	0	0	5	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	10

99	assemblage-699-477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	323	0	0	0	0	0	0	0	0	140	0	0	28
99	assemblage-672-973	0	278	0	0	0	0	0	0	0	46	0	134	0	0	7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	17
99	assemblage-672-983	0	278	0	0	0	0	0	0	0	39	0	140	0	0	5	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	10

100	assemblage-699-477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	323	0	0	0	0	0	0	0	0	140	0	0	28
100	assemblage-672-973	0	278	0	0	0	0	0	0	0	46	0	134	0	0	7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	17
100	assemblage-980-599	6	0	0	0	0	0	341	0	0	0	3	0	0	0	0	0	0	0	0	6	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5

101	assemblage-431-697	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	211	0	7
101	assemblage-672-983	0	278	0	0	0	0	0	0	0	39	0	140	0	0	5	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	10
101	assemblage-157-845	0	87	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	0	0	0	11	0	0	47	0	18	0	0	8

102	assemblage-431-697	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	211	0	7
102	assemblage-698-984	0	281	0	0	0	0	0	0	0	55	0	108	0	0	9	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	20
102	assemblage-157-845	0	87	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	0	0	0	11	0	0	47	0	18	0	0	8

103	assemblage-431-697	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	211	0	7
103	assemblage-698-984	0	281	0	0	0	0	0	0	0	55	0	108	0	0	9	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	20
103	assemblage-672-983	0	278	0	0	0	0	0	0	0	39	0	140	0	0	5	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	10

104	assemblage-431-697	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	211	0	7
104	assemblage-698-984	0	281	0	0	0	0	0	0	0	55	0	108	0	0	9	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	20
104	assemblage-777-936	0	80	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	0	0	0	8	0	0	36	0	20	0	0	3

105	assemblage-431-697	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	211	0	7
105	assemblage-695-482	0	0	0	3	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	206	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3
105	assemblage-777-936	0	80	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	0	0	0	8	0	0	36	0	20	0	0	3

106	assemblage-431-697	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	211	0	7
106	assemblage-669-356	0	0	0	0	0	0	5	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	314	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	23
